riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter  
Redmond Gerard,  1,  882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, , , , 
Shinpei Asaga,  707,  45.64, Von Zipper | , 30, JPN, Regular, 176cm, , TOKYO, sbn.japaho.com/sbn/blog/shimpei/, , www.twitter.com/shimpei_asaga, , , , 
Simon Cookshaw,  708,  45.44, , , CAN, , , , , , , , , , , 
Elias Lehner,  709,  45.13, , , SUI, , , , , , , , , , , 
Philip Farnsworth,  710,  45.12, , , USA, , , , , , , , , , , 
Byung-Yun Lee,  711,  44.98, , , KOR, , , , , , , , , , , 
Landen Matt,  712,  44.6, , , USA, , , , , , , , , , , 
Garik Arutyunov,  713,  44.55, , , BEL, , , , , , , , , , , 
Joao Teixeira,  714,  44.54, , , BRA, , , , , , , , , , , 
Florian Mueller,  715,  44.54, , , GER, , , , , , , , , , , 
Kotaro Takahashi,  716,  44.49, , , JPN, , , , , , , , , , , 
Luke Landreth,  717,  44.42, , , CAN, , , , , , , , , , , 
Anthony Shelly,  718,  44.3, , , CAN, , , , , , , , , , , 
Brogan Wysock,  719,  44.14, , , USA, , , , , , , , , , , 
Benjamin Lunde,  720,  44.07, , , NOR, , , , , , , , , , , 
Maxime Bailly,  721,  43.84, , , FRA, , , , , , , , , , , 
Joshua Agnew,  722,  43.61, , , AUS, , , , , , , , , , , 
Tucker Baribault,  723,  43.18, , , USA, , , , , , , , , , , 
Niko Ahola,  724,  43.16, , , FIN, , , , , , , , , , , 
Tim Hofberger,  725,  43.13, , , GER, , , , , , , , , , , 
Malem McDaniel,  726,  43.03, , , USA, , , , , , , , , , , 
Logan Sarsland,  727,  43.01, , , USA, , , , , , , , , , , 
MacKay Spence,  728,  42.6, , , CAN, , , , , , , , , , , 
Jordan Rudgley,  729,  42.19, , , NZL, , , , , , , , , , , 
Peder Apelland Svendsen,  730,  41.92, , , NOR, , , , , , , , , , , 
Lyon Ferrell,  731,  41.92, , , NOR, , , , , , , , , , , 
Zacharyah Ayyobi,  732,  41.91, , , CAN, , , , , , , , , , , 
Jacob Miltimore,  733,  41.85, , 17, CAN, , , , , , , , , , , 
Tim Kurstatscher,  734,  41.7, , , GER, , , , , , , , , , , 
Stefan Jon Olafsson,  735,  41.48, , , ISL, , , , , , , , , , , 
Andrin Knellwolf,  736,  41.4, , , SUI, , , , , , , , , , , 
Nicolo Bondi,  737,  41.34, , , ITA, , , , , , , , , , , 
John Connolly,  738,  41.34, , , USA, , , , , , , , , , , 
Benjamin Parich,  739,  41.17, , , AUT, , , , , , , , , , , 
Davin Fuchs,  740,  41.13, , , AUT, , , , , , , , , , , 
Martin Visser,  741,  40.9, , , CAN, , , , , , , , , , , 
David Stock,  742,  40.88, , , AUT, , , , , , , , , , , 
Liwen Wang,  743,  40.67, , , CHN, , , , , , , , , , , 
Ben Wheeler,  744,  39.94, , , CAN, , , , , , , , , , , 
Hayden Havery Smith,  745,  39.72, , , GBR, , , , , , , , , , , 
Jonas Krauer,  746,  39.7, , , CZE, , , , , , , , , , , 
Yuto Tsurusawa,  747,  39.65, , , JPN, , , , , , , , , , , 
Longen Qin,  748,  39.44, , , CHN, , , , , , , , , , , 
Patrick Gruber,  749,  38.88, Smith | Voelkl | , , AUT, , , , , , , , , , , 
Dmytro Luchkin,  750,  38.84, , , UKR, , , , , , , , , , , 
Liam Seljenes,  751,  38.71, , , NOR, , , , , , , , , , , 
Noah Shaw,  752,  38.68, , , CAN, , , , , , , , , , , 
Max Wood,  753,  38.66, , , CAN, , , , , , , , , , , 
Gabriele Cavallo,  754,  38.65, , , ITA, , , , , , , , , , , 
Federico Olivieri,  755,  38.4, , , ITA, , , , , , , , , , , 
Kaden Kelly,  756,  38.39, , , USA, , , , , , , , , , , 
Bjarki Freyr Olafsson,  756,  38.39, , , ISL, , , , , , , , , , , 
Tomoyoshi Nojiri,  758,  38.35, , , JPN, , , , , , , , , , , 
Ward Van Tittelboom,  759,  38.23, , , BEL, , , , , , , , , , , 
Luis Marchesi,  760,  37.86, , , SUI, , , , , , , , , , , 
Jan Clara Ventosa,  761,  37.66, , , ESP, , , , , , , , , , , 
Jonas Gaces,  762,  37.62, , , CAN, , , , , , , , , , , 
Oliver Stastny,  763,  37.49, , , CZE, , , , , , , , , , , 
Jasper Grimm,  764,  37.47, , , USA, , , , , , , , , , , 
Axel Lindroos,  765,  37.39, , , FIN, , , , , , , , , , , 
Cal Gibson,  766,  37.35, , , USA, , , , , , , , , , , 
Owen Crossmon,  767,  37.27, , , USA, , , , , , , , , , , 
Philipp Bormann,  768,  37.24, , , GER, , , , , , , , , , , 
Oscar Mattart,  769,  37.23, , , BEL, , , , , , , , , , , 
Eryll Brennan,  770,  37.21, , , USA, , , , , , , , , , , 
Fredrik Ellingsen Kjaerby,  771,  37.13, , , NOR, , , , , , , , , , , 
Connor Dicks,  772,  37.11, , , USA, , , , , , , , , , , 
Ethan Rawdon-Harris,  773,  37.09, , , CAN, , , , , , , , , , , 
Christos Tsitsos,  774,  37.04, , , GRE, , , , , , , , , , , 
Lucas Ewert,  775,  37.04, , , CAN, , , , , , , , , , , 
Niklas Soudunsaari,  776,  36.87, , , FIN, , , , , , , , , , , 
Yuto Kimura,  777,  36.72, , , JPN, , , , , , , , , , , 
Marco Kerschhackl,  778,  36.61, , 20, ITA, , , Bardolino, , , , , , , , 
Katsuyuki Terashima,  779,  36.58, , , JPN, , , , , , , , , , , 
Oscar Georgalli,  780,  36.45, , , NZL, , , , , , , , , , , 
Rento Sakamoto,  781,  36.44, , , JPN, , , , , , , , , , , 
Nikolay Markov,  781,  36.44, , , RUS, , , , , , , , , , , 
Noah Griesheimer,  783,  36.39, , , USA, , , , , , , , , , , 
Wendel Willemse,  784,  36.29, , , NED, , , , , , , , , , , 
Pau Bartolo,  785,  36.05, , , ESP, , , , , , , , , , , 
Peresvet Stepanov,  786,  36.02, , , RUS, , , , , , , , , , , 
Mathias Vaagsdal,  787,  36.01, , , NOR, , , , , , , , , , , 
Luis Neubauer,  788,  36, , , GER, , , , , , , , , , , 
Lenz Ganserer,  789,  35.93, , , GER, , , , , , , , , , , 
Dominik Veselka,  790,  35.8, , , CZE, , , , , , , , , , , 
Liam Denney,  791,  35.74, , , CAN, , , , , , , , , , , 
Lenart Maligoj,  792,  35.7, , , SLO, , , , , , , , , , , 
Marko Darkov,  793,  35.51, , , MKD, , , , , , , , , , , 
Eliot Golay,  794,  35.49, , , SUI, , , , , , , , , , , 
Enzo Palissier,  795,  35.43, , , FRA, , , , , , , , , , , 
Martti Iivonen,  796,  35.37, , , FIN, , , , , , , , , , , 
Bastian Gebhard,  797,  35.34, , , GER, , , , , , , , , , , 
Sigfinnur Bodvarsson,  798,  35.3, , , ISL, , , , , , , , , , , 
Nemanja Pesic,  799,  35.21, , , SRB, , , , , , , , , , , 
Santiago Figueras,  800,  35.18, , , ARG, , , , , , , , , , , 
Liam Seljenes,  751,  38.71, , , NOR, , , , , , , , , , , 
Noah Shaw,  752,  38.68, , , CAN, , , , , , , , , , , 
Max Wood,  753,  38.66, , , CAN, , , , , , , , , , , 
Gabriele Cavallo,  754,  38.65, , , ITA, , , , , , , , , , , 
Federico Olivieri,  755,  38.4, , , ITA, , , , , , , , , , , 
Kaden Kelly,  756,  38.39, , , USA, , , , , , , , , , , 
Bjarki Freyr Olafsson,  756,  38.39, , , ISL, , , , , , , , , , , 
Tomoyoshi Nojiri,  758,  38.35, , , JPN, , , , , , , , , , , 
Ward Van Tittelboom,  759,  38.23, , , BEL, , , , , , , , , , , 
Luis Marchesi,  760,  37.86, , , SUI, , , , , , , , , , , 
Jan Clara Ventosa,  761,  37.66, , , ESP, , , , , , , , , , , 
Jonas Gaces,  762,  37.62, , , CAN, , , , , , , , , , , 
Oliver Stastny,  763,  37.49, , , CZE, , , , , , , , , , , 
Jasper Grimm,  764,  37.47, , , USA, , , , , , , , , , , 
Axel Lindroos,  765,  37.39, , , FIN, , , , , , , , , , , 
Cal Gibson,  766,  37.35, , , USA, , , , , , , , , , , 
Owen Crossmon,  767,  37.27, , , USA, , , , , , , , , , , 
Philipp Bormann,  768,  37.24, , , GER, , , , , , , , , , , 
Oscar Mattart,  769,  37.23, , , BEL, , , , , , , , , , , 
Eryll Brennan,  770,  37.21, , , USA, , , , , , , , , , , 
Fredrik Ellingsen Kjaerby,  771,  37.13, , , NOR, , , , , , , , , , , 
Connor Dicks,  772,  37.11, , , USA, , , , , , , , , , , 
Ethan Rawdon-Harris,  773,  37.09, , , CAN, , , , , , , , , , , 
Christos Tsitsos,  774,  37.04, , , GRE, , , , , , , , , , , 
Lucas Ewert,  775,  37.04, , , CAN, , , , , , , , , , , 
Niklas Soudunsaari,  776,  36.87, , , FIN, , , , , , , , , , , 
Yuto Kimura,  777,  36.72, , , JPN, , , , , , , , , , , 
Marco Kerschhackl,  778,  36.61, , 20, ITA, , , Bardolino, , , , , , , , 
Katsuyuki Terashima,  779,  36.58, , , JPN, , , , , , , , , , , 
Oscar Georgalli,  780,  36.45, , , NZL, , , , , , , , , , , 
Rento Sakamoto,  781,  36.44, , , JPN, , , , , , , , , , , 
Nikolay Markov,  781,  36.44, , , RUS, , , , , , , , , , , 
Noah Griesheimer,  783,  36.39, , , USA, , , , , , , , , , , 
Wendel Willemse,  784,  36.29, , , NED, , , , , , , , , , , 
Pau Bartolo,  785,  36.05, , , ESP, , , , , , , , , , , 
Peresvet Stepanov,  786,  36.02, , , RUS, , , , , , , , , , , 
Mathias Vaagsdal,  787,  36.01, , , NOR, , , , , , , , , , , 
Luis Neubauer,  788,  36, , , GER, , , , , , , , , , , 
Lenz Ganserer,  789,  35.93, , , GER, , , , , , , , , , , 
Dominik Veselka,  790,  35.8, , , CZE, , , , , , , , , , , 
Liam Denney,  791,  35.74, , , CAN, , , , , , , , , , , 
Lenart Maligoj,  792,  35.7, , , SLO, , , , , , , , , , , 
Marko Darkov,  793,  35.51, , , MKD, , , , , , , , , , , 
Eliot Golay,  794,  35.49, , , SUI, , , , , , , , , , , 
Enzo Palissier,  795,  35.43, , , FRA, , , , , , , , , , , 
Martti Iivonen,  796,  35.37, , , FIN, , , , , , , , , , , 
Bastian Gebhard,  797,  35.34, , , GER, , , , , , , , , , , 
Sigfinnur Bodvarsson,  798,  35.3, , , ISL, , , , , , , , , , , 
Nemanja Pesic,  799,  35.21, , , SRB, , , , , , , , , , , 
Santiago Figueras,  800,  35.18, , , ARG, , , , , , , , , , , 
Mateo Gordillo-Faulkner,  801,  35.12, , , CAN, , , , , , , , , , , 
Lake Fleischer,  802,  34.93, , , USA, , , , , , , , , , , 
Sam Riley,  803,  34.89, , , USA, , , , , , , , , , , 
Jonathan Claudio,  804,  34.79, , , USA, , , , , , , , , , , 
Cody Collins,  804,  34.79, , , USA, , , , , , , , , , , 
Sena Tajiri,  806,  34.72, , , JPN, , , , , , , , , , , 
Kyran Hannah,  807,  34.59, , , NZL, , , , , , , , , , , 
Daniel Gillis,  808,  34.49, , , CAN, , , , , , , , , , , 
Marty Boyd,  809,  34.27, , , USA, , , , , , , , , , , 
Sam Carpenter,  810,  34.1, , , CAN, , , , , , , , , , , 
Pall Rist Aubergy,  811,  33.94, , , ISL, , , , , , , , , , , 
August Jensen,  812,  33.89, , , DEN, , , , , , , , , , , 
Markus Wendl,  813,  33.84, , , GER, , , , , , , , , , , 
Ryusei Okado,  814,  33.79, , , JPN, , , , , , , , , , , 
Taisei Okamoto,  815,  33.71, , , JPN, , , , , , , , , , , 
Stian Hallingstad,  816,  33.64, , , NOR, , , , , , , , , , , 
Jesse Hamric,  817,  33.41, , , USA, , , , , , , , , , , 
Shengxin Liu,  818,  33.4, , , CHN, , , , , , , , , , , 
Ignacio Perez,  819,  33.33, , , AND, , , , , , , , , , , 
Tom Rebernig,  819,  33.33, , , AUT, , , , , , , , , , , 
Yuga Kawata,  819,  33.33, , , JPN, , , , , , , , , , , 
Bojan Andonov,  822,  33.31, , , MKD, , , , , , , , , , , 
Daniil Stepanov,  823,  33.19, , , RUS, , , , , , , , , , , 
Elliot Peeters,  824,  33.14, , , BEL, , , , , , , , , , , 
Yurii Hordii,  825,  32.83, , , UKR, , , , , , , , , , , 
Yuki Yamauchi,  826,  32.75, , , JPN, , , , , , , , , , , 
Matyas Skandera,  827,  32.66, , , CZE, , , , , , , , , , , 
Even Baardseth,  828,  32.55, , , NOR, , , , , , , , , , , 
Michael Herfurth,  828,  32.55, , , USA, , , , , , , , , , , 
Thomas Salter,  830,  32.5, , , CAN, , , , , , , , , , , 
Connor Tulloch,  831,  32.25, , , CAN, , , , , , , , , , , 
Markus Wedenig,  832,  32.12, , , AUT, , , , , , , , , , , 
Sacha Balicco,  833,  31.92, , , FRA, , , , , , , , , , , 
Jonas Städler,  834,  31.88, , , SUI, , , , , , , , , , , 
Kota Mizukami,  835,  31.88, , , JPN, , , , , , , , , , , 
Alexey Maglov,  836,  31.63, , , RUS, , , , , , , , , , , 
Jamie Campbell,  837,  31.54, , , CAN, , , , , , , , , , , 
Affan Zisko,  838,  31.47, , , BIH, , , , , , , , , , , 
Jack Doiron,  839,  31.37, , , CAN, , , , , , , , , , , 
Luke Putys-Gallagher,  840,  31.17, , , LTU, , , , , , , , , , , 
Michele Talpo,  840,  31.17, , , ITA, , , , , , , , , , , 
Jackie Clemente,  842,  31.09, , , USA, , , , , , , , , , , 
Mikhail Fomchenko,  843,  31.08, , , RUS, , , , , , , , , , , 
Theodor Gaulin Sorensen,  844,  31.06, , , NOR, , , , , , , , , , , 
Yuma Tani,  845,  31.03, , , JPN, , , , , , , , , , , 
Justo Moller,  846,  31.01, , , ARG, , , , , , , , , , , 
Maximilian Preissinger,  847,  30.99, Absolut Park | Electric | Planet Sports | Ride Snowboards | Vans | , 22, GER, Regular, 187cm, Starnberg, , , , , , , , 
Changjun Feng,  848,  30.94, , 25, CHN, Goofy, , Beijing, , , , , , , , 
Ney Arthur,  849,  30.91, , , FRA, , , , , , , , , , , 
Sylas Trask,  850,  30.89, , , USA, , , , , , , , , , , 
Bennett Flynn,  851,  30.81, , , USA, , , , , , , , , , , 
Fabian Nehring,  852,  30.74, , 14, GER, Regular, , Ludwigsfelde, , , , , , , , 
Hiroto Ito,  853,  30.7, , , JPN, , , , , , , , , , , 
Dennis Angelillo,  854,  30.65, , , SUI, , , , , , , , , , , 
Koen McCorrister,  855,  30.49, , , CAN, , , , , , , , , , , 
Akira Takahashi,  856,  30.4, , , JPN, , , , , , , , , , , 
Sora Kudo,  857,  30.4, , , JPN, , , , , , , , , , , 
Einar Agust Asmundsson,  858,  30.4, , , NOR, , , , , , , , , , , 
Kyoichiro Abe,  859,  30.34, , , JPN, , , , , , , , , , , 
Ben Beuchel,  860,  30.22, , , CAN, , , , , , , , , , , 
Bryce Doherty,  861,  30.2, , , CAN, , , , , , , , , , , 
Hidde Huet,  862,  30.18, , , NED, , , , , , , , , , , 
Koki Yokota,  863,  29.96, , , JPN, , , , , , , , , , , 
Liam Tourki,  864,  29.79,  | , 21, FRA, Regular, 170, Doussard, Les 7 laux
7 laux, , https://www.facebook.com/pages/Tourki-liam/219574808212413?fref=ts, , , , , 
Josh Klein,  865,  29.78, , 14, CAN, , , , , , , , , , , 
Christoph Augsten,  866,  29.66, , , AUT, , , , , , , , , , , 
Leonard Lech-Hernes,  867,  29.61, , , NOR, , , , , , , , , , , 
Natan Nidoumbe,  868,  29.29, , 15, FRA, , , Meauzac, , , , , , , , 
Lee-Jun Kweon,  869,  29.27, , 22, KOR, Regular, 5.9ft, , Welihili Park, none, none, www.twitter.com/none, , , , 
Maksim Suikov,  870,  29.26, , , RUS, , , , , , , , , , , 
Blake Stefanec,  871,  29.24, , , CAN, , , , , , , , , , , 
Egor Shmurikov,  872,  29.05, , , RUS, , , , , , , , , , , 
Elijah Pyle,  873,  29.03, , , USA, , , , , , , , , , , 
Daniel Kaspar,  874,  28.72, , , CZE, , , , , , , , , , , 
Scott Barr,  875,  28.58, , , USA, , , , , , , , , , , 
Ran Furuhashi,  876,  28.32, , , JPN, , , , , , , , , , , 
Jonah Deans,  877,  28.31, , , CAN, , , , , , , , , , , 
Bjorn Andri Sigfusson,  878,  28.29, , , ISL, , , , , , , , , , , 
Noah Leece,  879,  28.28, , , CAN, , , , , , , , , , , 
Ryan Henning,  880,  28.27, , , CAN, , , , , , , , , , , 
Mika Andenmatten,  881,  28.15, , 19, SUI, , , , , , , , , , , 
Brayden Abbott,  882,  28.05, , , CAN, , , , , , , , , , , 
Daan Stam,  883,  28.04, , , GBR, , , , , , , , , , , 
Nicholas Bousbouras,  884,  27.83, , , USA, , , , , , , , , , , 
Lucas Levan,  885,  27.8, , , CAN, , , , , , , , , , , 
Jonathan Haude,  886,  27.73, , , AUT, , , , , , , , , , , 
Louis Martinez,  887,  27.68, , , FRA, , , , , , , , , , , 
Owen Thompson,  888,  27.62, , , CAN, , , , , , , , , , , 
Arnar Bjarki Bjorgvinsson,  889,  27.61, , , ISL, , , , , , , , , , , 
Johnny Duty,  890,  27.51, , , USA, , , , , , , , , , , 
Elis Gislason,  891,  27.51, , , ISL, , , , , , , , , , , 
Dylan Laliberte,  892,  27.49, , , CAN, , , , , , , , , , , 
Valeriy Sytykh,  893,  27.26, , 12, BLR, Regular, , Minsk, , , , , , , , 
Liam Roy,  894,  27.2, , , CAN, , , , , , , , , , , 
Aarni Harju,  895,  27.19, , , FIN, , , , , , , , , , , 
Leo Thoresen,  896,  27.19, , , GER, , , , , , , , , , , 
Florian Van Der Haven,  897,  27.19, , , NED, , , , , , , , , , , 
Toma Murakami,  898,  26.97, , , JPN, , , , , , , , , , , 
Danilo Pohl,  899,  26.94, , , GER, , , , , , , , , , , 
Nedim Pecanin,  900,  26.89, , , BIH, , , , , , , , , , , 
Bennett Flynn,  851,  30.81, , , USA, , , , , , , , , , , 
Fabian Nehring,  852,  30.74, , 14, GER, Regular, , Ludwigsfelde, , , , , , , , 
Hiroto Ito,  853,  30.7, , , JPN, , , , , , , , , , , 
Dennis Angelillo,  854,  30.65, , , SUI, , , , , , , , , , , 
Koen McCorrister,  855,  30.49, , , CAN, , , , , , , , , , , 
Akira Takahashi,  856,  30.4, , , JPN, , , , , , , , , , , 
Sora Kudo,  857,  30.4, , , JPN, , , , , , , , , , , 
Einar Agust Asmundsson,  858,  30.4, , , NOR, , , , , , , , , , , 
Kyoichiro Abe,  859,  30.34, , , JPN, , , , , , , , , , , 
Ben Beuchel,  860,  30.22, , , CAN, , , , , , , , , , , 
Bryce Doherty,  861,  30.2, , , CAN, , , , , , , , , , , 
Hidde Huet,  862,  30.18, , , NED, , , , , , , , , , , 
Koki Yokota,  863,  29.96, , , JPN, , , , , , , , , , , 
Liam Tourki,  864,  29.79,  | , 21, FRA, Regular, 170, Doussard, Les 7 laux
7 laux, , https://www.facebook.com/pages/Tourki-liam/219574808212413?fref=ts, , , , , 
Josh Klein,  865,  29.78, , 14, CAN, , , , , , , , , , , 
Christoph Augsten,  866,  29.66, , , AUT, , , , , , , , , , , 
Leonard Lech-Hernes,  867,  29.61, , , NOR, , , , , , , , , , , 
Natan Nidoumbe,  868,  29.29, , 15, FRA, , , Meauzac, , , , , , , , 
Lee-Jun Kweon,  869,  29.27, , 22, KOR, Regular, 5.9ft, , Welihili Park, none, none, www.twitter.com/none, , , , 
Maksim Suikov,  870,  29.26, , , RUS, , , , , , , , , , , 
Blake Stefanec,  871,  29.24, , , CAN, , , , , , , , , , , 
Egor Shmurikov,  872,  29.05, , , RUS, , , , , , , , , , , 
Elijah Pyle,  873,  29.03, , , USA, , , , , , , , , , , 
Daniel Kaspar,  874,  28.72, , , CZE, , , , , , , , , , , 
Scott Barr,  875,  28.58, , , USA, , , , , , , , , , , 
Ran Furuhashi,  876,  28.32, , , JPN, , , , , , , , , , , 
Jonah Deans,  877,  28.31, , , CAN, , , , , , , , , , , 
Bjorn Andri Sigfusson,  878,  28.29, , , ISL, , , , , , , , , , , 
Noah Leece,  879,  28.28, , , CAN, , , , , , , , , , , 
Ryan Henning,  880,  28.27, , , CAN, , , , , , , , , , , 
Mika Andenmatten,  881,  28.15, , 19, SUI, , , , , , , , , , , 
Brayden Abbott,  882,  28.05, , , CAN, , , , , , , , , , , 
Daan Stam,  883,  28.04, , , GBR, , , , , , , , , , , 
Nicholas Bousbouras,  884,  27.83, , , USA, , , , , , , , , , , 
Lucas Levan,  885,  27.8, , , CAN, , , , , , , , , , , 
Jonathan Haude,  886,  27.73, , , AUT, , , , , , , , , , , 
Louis Martinez,  887,  27.68, , , FRA, , , , , , , , , , , 
Owen Thompson,  888,  27.62, , , CAN, , , , , , , , , , , 
Arnar Bjarki Bjorgvinsson,  889,  27.61, , , ISL, , , , , , , , , , , 
Johnny Duty,  890,  27.51, , , USA, , , , , , , , , , , 
Elis Gislason,  891,  27.51, , , ISL, , , , , , , , , , , 
Dylan Laliberte,  892,  27.49, , , CAN, , , , , , , , , , , 
Valeriy Sytykh,  893,  27.26, , 12, BLR, Regular, , Minsk, , , , , , , , 
Liam Roy,  894,  27.2, , , CAN, , , , , , , , , , , 
Aarni Harju,  895,  27.19, , , FIN, , , , , , , , , , , 
Leo Thoresen,  896,  27.19, , , GER, , , , , , , , , , , 
Florian Van Der Haven,  897,  27.19, , , NED, , , , , , , , , , , 
Toma Murakami,  898,  26.97, , , JPN, , , , , , , , , , , 
Danilo Pohl,  899,  26.94, , , GER, , , , , , , , , , , 
Nedim Pecanin,  900,  26.89, , , BIH, , , , , , , , , , , 
Jaroslav Skarvan,  901,  26.88, , , CZE, , , , , , , , , , , 
Andre Tio,  902,  26.83, , , CAN, , , , , , , , , , , 
Filip Orlik,  903,  26.74, , , POL, , , , , , , , , , , 
Sumner Orr,  904,  26.71, , , USA, , , , , , , , , , , 
Zeb Powell,  905,  26.7, , , USA, , , , , , , , , , , 
Yoshikatsu Hirao,  906,  26.53, , , JPN, , , , , , , , , , , 
Vedran Laurenchikj,  907,  26.44, , , MKD, , , , , , , , , , , 
Arttu Paunonen,  908,  26.43, , , FIN, , , , , , , , , , , 
Travis Williams,  909,  26.4, , , CAN, , , , , , , , , , , 
Noah Gasperi,  910,  26.38, Voelkl | 686 | , 19, AUT, Goofy, 165cm, , Nassfeld / Hermagor, , , , , , , 
Max Barcons Antunes,  911,  26.11, , , AND, , , , , , , , , , , 
Masato Fuse,  912,  26.04, , , JPN, , , , , , , , , , , 
Mons Foss,  913,  25.99, , , NOR, , , , , , , , , , , 
Jukka Tyni,  914,  25.92, , 30, FIN, , , , , , , , , , , 
Noel Broadbent,  915,  25.86, , , SUI, , , , , , , , , , , 
Isaac Dalrymple,  916,  25.71, , , USA, , , , , , , , , , , 
Solomon Wynnyk,  917,  25.7, , , CAN, , , , , , , , , , , 
Roope Tonteri,  918,  25.65, Anon Optics | Burton Snowboards | Red Bull | , 28, FIN, Goofy, 165. cm, Valkeala, Mielakka Kouvola, , , , , , , 
Kippei Kato,  919,  25.54, , , JPN, , , , , , , , , , , 
Giovanni Bertolini,  920,  25.52, , , ITA, , , , , , , , , , , 
Andrea Benvenuti,  921,  25.51, , , ITA, , , , , , , , , , , 
Beck Lobben,  922,  25.49, , , USA, , , , , , , , , , , 
Niklas Ebner,  923,  25.42, , , GER, , , , , , , , , , , 
Aitor Soto,  924,  25.38, , , ESP, , , , , , , , , , , 
Gregory Eckhardt,  925,  25.37, , , SUI, , , , , , , , , , , 
Joshua Aarts,  926,  25.36, , , NED, , , , , , , , , , , 
Kaito Kotani,  927,  25.34, , , JPN, , , , , , , , , , , 
Vadim Bobryshev,  928,  25.23, , 26, RUS, , , Petropavlovsk-Kamchatsky, , , , , , , , 
Miles Desjardin,  929,  25.1, , , CAN, , , , , , , , , , , 
Ruben Rosenfors,  930,  25.09, , , SWE, , , , , , , , , , , 
Kengo Kofuji,  931,  25.09, , , JPN, , , , , , , , , , , 
Leo Eichhorn,  932,  25.07, , , GER, , , , , , , , , , , 
Liam Garandel,  933,  25.06, , , FRA, , , , , , , , , , , 
Adam Rejda,  934,  24.98, , , CZE, , , , , , , , , , , 
Christoph Holzinger,  935,  24.95, , , AUT, , , , , , , , , , , 
Bernd Schweiger,  936,  24.9, , , AUT, , , , , , , , , , , 
Brevin Bassett,  937,  24.88, , , USA, , , , , , , , , , , 
Benton Austin,  938,  24.82, , , USA, , , , , , , , , , , 
Niilo Silander,  939,  24.65, , , FIN, , , , , , , , , , , 
Toulouse Wuhrmann,  940,  24.65, , , SUI, , , , , , , , , , , 
Tanner Kuch,  941,  24.42, , , USA, , , , , , , , , , , 
Konstantin Illi,  942,  24.4, , , GER, , , , , , , , , , , 
Bjartur Snaer Jonsson,  943,  24.37, , , ISL, , , , , , , , , , , 
Lubpawath Chayametisurat,  944,  24.36, , , THA, , , , , , , , , , , 
Yoshito Okumura,  945,  24.32, , , JPN, , , , , , , , , , , 
Brodie Langill,  945,  24.32, , , CAN, , , , , , , , , , , 
Jure Seifried,  947,  24.31, , , SLO, , , , , , , , , , , 
Nicolas Villegas,  948,  24.21, , , CHI, , , , , , , , , , , 
Nichlas Anderssen Gaulen,  949,  24.15, , , NOR, , , , , , , , , , , 
Keigo Fujiwara,  950,  24.11, , , JPN, , , , , , , , , , , 
Jaroslav Skarvan,  901,  26.88, , , CZE, , , , , , , , , , , 
Andre Tio,  902,  26.83, , , CAN, , , , , , , , , , , 
Filip Orlik,  903,  26.74, , , POL, , , , , , , , , , , 
Sumner Orr,  904,  26.71, , , USA, , , , , , , , , , , 
Zeb Powell,  905,  26.7, , , USA, , , , , , , , , , , 
Yoshikatsu Hirao,  906,  26.53, , , JPN, , , , , , , , , , , 
Vedran Laurenchikj,  907,  26.44, , , MKD, , , , , , , , , , , 
Arttu Paunonen,  908,  26.43, , , FIN, , , , , , , , , , , 
Travis Williams,  909,  26.4, , , CAN, , , , , , , , , , , 
Noah Gasperi,  910,  26.38, Voelkl | 686 | , 19, AUT, Goofy, 165cm, , Nassfeld / Hermagor, , , , , , , 
Max Barcons Antunes,  911,  26.11, , , AND, , , , , , , , , , , 
Masato Fuse,  912,  26.04, , , JPN, , , , , , , , , , , 
Mons Foss,  913,  25.99, , , NOR, , , , , , , , , , , 
Jukka Tyni,  914,  25.92, , 30, FIN, , , , , , , , , , , 
Noel Broadbent,  915,  25.86, , , SUI, , , , , , , , , , , 
Isaac Dalrymple,  916,  25.71, , , USA, , , , , , , , , , , 
Solomon Wynnyk,  917,  25.7, , , CAN, , , , , , , , , , , 
Roope Tonteri,  918,  25.65, Anon Optics | Burton Snowboards | Red Bull | , 28, FIN, Goofy, 165. cm, Valkeala, Mielakka Kouvola, , , , , , , 
Kippei Kato,  919,  25.54, , , JPN, , , , , , , , , , , 
Giovanni Bertolini,  920,  25.52, , , ITA, , , , , , , , , , , 
Andrea Benvenuti,  921,  25.51, , , ITA, , , , , , , , , , , 
Beck Lobben,  922,  25.49, , , USA, , , , , , , , , , , 
Niklas Ebner,  923,  25.42, , , GER, , , , , , , , , , , 
Aitor Soto,  924,  25.38, , , ESP, , , , , , , , , , , 
Gregory Eckhardt,  925,  25.37, , , SUI, , , , , , , , , , , 
Joshua Aarts,  926,  25.36, , , NED, , , , , , , , , , , 
Kaito Kotani,  927,  25.34, , , JPN, , , , , , , , , , , 
Vadim Bobryshev,  928,  25.23, , 26, RUS, , , Petropavlovsk-Kamchatsky, , , , , , , , 
Miles Desjardin,  929,  25.1, , , CAN, , , , , , , , , , , 
Ruben Rosenfors,  930,  25.09, , , SWE, , , , , , , , , , , 
