riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter  
Ryota Suimitani,  1094,  7.95, , , JPN, , , , , , , , , , , 
Aiden Dotson,  1097,  7.87, , , USA, , , , , , , , , , , 
Sindre Flones,  1097,  7.87, , , NOR, , , , , , , , , , , 
Ian Henschel,  1099,  7.87, , , USA, , , , , , , , , , , 
Keisuke Usami,  1100,  7.85, , , JPN, , , , , , , , , , , 
Tate Tulp,  1100,  7.85, , , USA, , , , , , , , , , , 
Olle Hed,  1102,  7.83, , , SWE, , , , , , , , , , , 
Mickey Lane,  1103,  7.8, , , CAN, , , , , , , , , , , 
Shane Koeppe,  1104,  7.8, , , USA, , , , , , , , , , , 
Mark Belianski,  1105,  7.79, , , USA, , , , , , , , , , , 
Shimon Tanaka,  1106,  7.69, , , JPN, , , , , , , , , , , 
Hayden Thoreson,  1107,  7.66, , , USA, , , , , , , , , , , 
Jonas Walli,  1108,  7.57, , , AUT, , , , , , , , , , , 
Moritz Krauer,  1109,  7.53, , , SUI, , , , , , , , , , , 
Jonas Walli,  1108,  7.57, , , AUT, , , , , , , , , , , 
Everest Kubick,  1111,  7.5, , , USA, , , , , , , , , , , 
Jan Vogrin,  1112,  7.49, , , SLO, , , , , , , , , , , 
Kosei Nomura,  1113,  7.43, , , JPN, , , , , , , , , , , 
Lauri Visuri,  1114,  7.43, , , FIN, , , , , , , , , , , 
Inigo De San Jose,  1115,  7.42, , , ESP, , , , , , , , , , , 
Luc Meijers,  1116,  7.33, , , NED, , , , , , , , , , , 
Tomas Pitha,  1117,  7.29, , , CZE, , , , , , , , , , , 
James Lee,  1118,  7.25, , , GBR, , , , , , , , , , , 
Naoki Chida,  1119,  7.19, , , JPN, , , , , , , , , , , 
Stephen McCarty,  1120,  7.16, , , USA, , , , , , , , , , , 
Lincoln Squires,  1121,  7.16, , , CAN, , , , , , , , , , , 
Shinichi Goto,  1122,  7.15, , , JPN, , , , , , , , , , , 
Shinichi Goto,  1122,  7.15, , , JPN, , , , , , , , , , , 
Martti Livonen,  1124,  7, , , FIN, , , , , , , , , , , 
Carlos Seixas,  1125,  6.96, , , POR, , , , , , , , , , , 
Emanuele Di Matteo,  1126,  6.89, , , ITA, , , , , , , , , , , 
Adria Soto,  1127,  6.88, , , ESP, , , , , , , , , , , 
Adria Soto,  1127,  6.88, , , ESP, , , , , , , , , , , 
Katsuyuki Terashima,  1128,  6.87, , , JPN, , , , , , , , , , , 
Enzo Maximiliano Lopez,  1130,  6.85, , , ARG, , , , , , , , , , , 
Caleb MacDonald,  1131,  6.84, , , CAN, , , , , , , , , , , 
Caleb MacDonald,  1131,  6.84, , , CAN, , , , , , , , , , , 
Emil Winnem Nestegaard,  1133,  6.76, , , NOR, , , , , , , , , , , 
Joseph Greenblatt,  1134,  6.72, , , USA, , , , , , , , , , , 
Toth Benedek,  1135,  6.67, , , HUN, , , , , , , , , , , 
Felix Babilon,  1136,  6.65, , , GER, , , , , , , , , , , 
Ivan Barth,  1137,  6.6, , , ARG, , , , , , , , , , , 
Kokoro Yanagi,  1138,  6.59, , , JPN, , , , , , , , , , , 
Tuukka Jurva,  1139,  6.51, , , FIN, , , , , , , , , , , 
Sena Ito,  1140,  6.49, , , JPN, , , , , , , , , , , 
Kaleb Gibbs,  1141,  6.49, , , USA, , , , , , , , , , , 
Kohei Itokawa,  1142,  6.47, , , JPN, , , , , , , , , , , 
Alfonso Cordova,  1143,  6.41, , , ISL, , , , , , , , , , , 
Marko Malsub,  1144,  6.39, , , FIN, , , , , , , , , , , 
Leon Neugebauer,  1144,  6.39, , , AUT, , , , , , , , , , , 
Hoshun Tahara,  1146,  6.39, , , JPN, , , , , , , , , , , 
Riley Kurbis,  1147,  6.36, , , CAN, , , , , , , , , , , 
Lluc Lorenzo,  1148,  6.35, , , ESP, , , , , , , , , , , 
Riccardo Quartiero,  1149,  6.34, , , ITA, , , , , , , , , , , 
Aksel Bye,  1150,  6.28, , , NOR, , , , , , , , , , , 
Takayuki Kobori,  1151,  6.23, , , JPN, , , , , , , , , , , 
Mees Oostdijk,  1152,  6.23, , , NED, , , , , , , , , , , 
Benjamin Lyman,  1153,  6.16, , , USA, , , , , , , , , , , 
Cooper Jones,  1154,  6.11, , , USA, , , , , , , , , , , 
Nicolas Connell,  1155,  6.08, , , CAN, , , , , , , , , , , 
Maksim Cigovski,  1156,  5.94, , , MKD, , , , , , , , , , , 
Jakob Small,  1157,  5.93, , , USA, , , , , , , , , , , 
Mahato Namba,  1158,  5.91, , , JPN, , , , , , , , , , , 
Mikiya Tanaka,  1159,  5.9, , , JPN, , , , , , , , , , , 
Maksim Cigovski,  1156,  5.94, , , MKD, , , , , , , , , , , 
Maksim Cigovski,  1156,  5.94, , , MKD, , , , , , , , , , , 
Eric Roig,  1162,  5.83, , , ESP, , , , , , , , , , , 
Blake Bayer,  1163,  5.83, , , USA, , , , , , , , , , , 
Kota Yoshida,  1164,  5.77, , , JPN, , , , , , , , , , , 
Koji Nomura,  1165,  5.76, , , JPN, , , , , , , , , , , 
Kenshin Kiyota,  1166,  5.69, , , JPN, , , , , , , , , , , 
Kenshin Kiyota,  1166,  5.69, , , JPN, , , , , , , , , , , 
Jakob Fuksik,  1168,  5.64, , , GER, , , , , , , , , , , 
Osku Rutonen,  1169,  5.63, , , FIN, , , , , , , , , , , 
Mattia Roeoesli,  1170,  5.53, , , SUI, , , , , , , , , , , 
Declan Voegtle,  1171,  5.5, , , USA, , , , , , , , , , , 
Shoma Hatano,  1172,  5.48, , , JPN, , , , , , , , , , , 
Owen Ewasllo,  1173,  5.42, , , CAN, , , , , , , , , , , 
Owen Charron,  1174,  5.37, , , CAN, , , , , , , , , , , 
Owen Charron,  1174,  5.37, , , CAN, , , , , , , , , , , 
Leon Brillet,  1176,  5.32, , , FRA, , , , , , , , , , , 
Ryota Negishi,  1177,  5.28, , , JPN, , , , , , , , , , , 
Jacob Knight,  1178,  5.17, , , USA, , , , , , , , , , , 
Leander Heser,  1179,  5.15, , , GER, , , , , , , , , , , 
Asgeir Thor Thorleifsson,  1180,  5.11, , , ISL, , , , , , , , , , , 
Rei Arahira,  1181,  5.08, , , JPN, , , , , , , , , , , 
Leo Angelo Fritz,  1182,  5.07, , , NOR, , , , , , , , , , , 
Rodden Melanson,  1183,  5, , , CAN, , , , , , , , , , , 
Tatsuya Kimoto,  1184,  4.97, , , JPN, , , , , , , , , , , 
Maximilian Mooser,  1185,  4.9, , , GER, , , , , , , , , , , 
Lukas Kroell,  1186,  4.87, , , AUT, , , , , , , , , , , 
Lucien Lamon,  1186,  4.87, , , SUI, , , , , , , , , , , 
Boomer Damiano,  1188,  4.84, , , USA, , , , , , , , , , , 
Manel Garcia,  1189,  4.82, , , AND, , , , , , , , , , , 
Dennis Larkiala,  1190,  4.77, , , FIN, , , , , , , , , , , 
Ryushin Konno,  1191,  4.74, , , JPN, , , , , , , , , , , 
Leo Schwab,  1192,  4.66, , , GER, , , , , , , , , , , 
Shin Ota,  1193,  4.65, , , JPN, , , , , , , , , , , 
Pierce Yonker,  1194,  4.63, , , USA, , , , , , , , , , , 
Jose Brown,  1195,  4.51, , , USA, , , , , , , , , , , 
Arata Nashimoto,  1196,  4.38, , , JPN, , , , , , , , , , , 
Arata Nashimoto,  1196,  4.38, , , JPN, , , , , , , , , , , 
Jeremias Conde,  1198,  4.34, , , ARG, , , , , , , , , , , 
Komei Kitamura,  1198,  4.34, , , JPN, , , , , , , , , , , 
David Cabaleiro,  1200,  4.32, , , ESP, , , , , , , , , , , 
Axel Lindroos,  1201,  4.21, , , FIN, , , , , , , , , , , 
Guillermo Garcia,  1201,  4.21, , , ESP, , , , , , , , , , , 
James Dayton,  1203,  4.19, , , USA, , , , , , , , , , , 
Samuel Gabriel Alicalas,  1204,  4.19, , , CAN, , , , , , , , , , , 
Moritz Bauer,  1205,  4.18, , , GER, , , , , , , , , , , 
Paul Goldau,  1206,  4.15, , , GER, , , , , , , , , , , 
Hiroshi Hioki,  1207,  4.11, , , JPN, , , , , , , , , , , 
Yaowen Hou,  1208,  4.1, , , CHN, , , , , , , , , , , 
Ryland Wyatt,  1209,  4.09, , , CAN, , , , , , , , , , , 
Yusuke Nagasawa,  1210,  4.03, , , JPN, , , , , , , , , , , 
Platon Arshinov,  1211,  3.97, , , RUS, , , , , , , , , , , 
Martin Sang,  1212,  3.93, , , FIN, , , , , , , , , , , 
Dominik Hofbauer,  1213,  3.91, , , GER, , , , , , , , , , , 
Tyler England,  1214,  3.87, , , USA, , , , , , , , , , , 
Nicolas Cuperlier,  1215,  3.83, , , FRA, , , , , , , , , , , 
David Snaer Sveinsson,  1216,  3.81, , , ISL, , , , , , , , , , , 
Liyor Moyal,  1217,  3.78, , , NED, , , , , , , , , , , 
Daishi Kawakami,  1218,  3.75, , , JPN, , , , , , , , , , , 
Jacob Beck,  1219,  3.75, , , CAN, , , , , , , , , , , 
Bently Schwartz,  1220,  3.7, , , CAN, , , , , , , , , , , 
Carl Maria Drechsler,  1221,  3.63, , , GER, , , , , , , , , , , 
Jamie Kiefer,  1222,  3.61, , , SUI, , , , , , , , , , , 
Kanua Steindle,  1223,  3.56, , , GER, , , , , , , , , , , 
Jackson Michaleski,  1224,  3.55, , , CAN, , , , , , , , , , , 
Huck Palmiter,  1225,  3.54, , , USA, , , , , , , , , , , 
Andrea Benvenuti,  1226,  3.41, , , ITA, , , , , , , , , , , 
Nobumasa Kushima,  1227,  3.41, , , JPN, , , , , , , , , , , 
Chris Fava,  1228,  3.25, , , ITA, , , , , , , , , , , 
Yu Maekawa,  1229,  3.24, , , JPN, , , , , , , , , , , 
Elijah Stroker,  1230,  3.22, , , USA, , , , , , , , , , , 
Junichi Tamura,  1231,  3.16, , , JPN, , , , , , , , , , , 
Bertil Rormark,  1232,  3.12, , , NOR, , , , , , , , , , , 
Teemu Visuri,  1233,  3.12, , , FIN, , , , , , , , , , , 
Kai Veitch,  1234,  2.94, , , CAN, , , , , , , , , , , 
Lukas Klingsporn,  1235,  2.93, , , GER, , , , , , , , , , , 
Iorath Hilton,  1236,  2.9, , , GBR, , , , , , , , , , , 
Jan Soukup,  1236,  2.9, , , CZE, , , , , , , , , , , 
Gabrielius Baksevicius,  1236,  2.9, , , LTU, , , , , , , , , , , 
Kaias Rinehart,  1239,  2.9, , , USA, , , , , , , , , , , 
Louis Lemarignier,  1240,  2.86, , , AND, , , , , , , , , , , 
Noah Brakonier,  1241,  2.84, , , AUT, , , , , , , , , , , 
Kotaro Oka,  1242,  2.79, , , JPN, , , , , , , , , , , 
Ethan Pittman,  1243,  2.78, , , CAN, , , , , , , , , , , 
Yosuke Suzuki,  1243,  2.78, , , JPN, , , , , , , , , , , 
Ian Porte Ruiz,  1245,  2.69, , , AND, , , , , , , , , , , 
Liam MacNeil,  1245,  2.69, , , CAN, , , , , , , , , , , 
Zach Casey,  1247,  2.57, , , USA, , , , , , , , , , , 
Luca Rothenbühler,  1248,  2.55, , , SUI, , , , , , , , , , , 
Zach Casey,  1247,  2.57, , , USA, , , , , , , , , , , 
Orn Snaevar Alexandersson,  1250,  2.53, , , ISL, , , , , , , , , , , 
Valeriy Sytykh,  1251,  2.5, , 12, BLR, Regular, , Minsk, , , , , , , , 
Hiroka Kanno,  1252,  2.46, , , JPN, , , , , , , , , , , 
Cohen Davidson,  1253,  2.44, , , CAN, , , , , , , , , , , 
Nico Nyvelt,  1254,  2.42, , , AUT, , , , , , , , , , , 
Nathan Del Rue,  1255,  2.37, , , FRA, , , , , , , , , , , 
Rytas Petkevicus,  1256,  2.34, , , CAN, , , , , , , , , , , 
Roope Hynynen,  1257,  2.32, , , FIN, , , , , , , , , , , 
Moritz Polke,  1258,  2.3, , , GER, , , , , , , , , , , 
Chuan Yan,  1259,  2.29, , , CHN, , , , , , , , , , , 
Rytas Petkevicus,  1256,  2.34, , , CAN, , , , , , , , , , , 
Toma Nakagawa,  1261,  2.17, , , JPN, , , , , , , , , , , 
Marco Ringdorfer,  1262,  2.08, , , AUT, , , , , , , , , , , 
Brenner Polatty,  1263,  1.93, , , USA, , , , , , , , , , , 
Daisuke Kanazashi,  1264,  1.91, , , JPN, , , , , , , , , , , 
Oriol Cervos,  1265,  1.9, , , ESP, , , , , , , , , , , 
Tomohiko Moteki,  1266,  1.86, , , JPN, , , , , , , , , , , 
Matteo Brandl,  1267,  1.84, , , GER, , , , , , , , , , , 
Max Bishop,  1268,  1.83, , , CAN, , , , , , , , , , , 
Eli Brett,  1269,  1.82, , , CAN, , , , , , , , , , , 
Tibbe Keizer,  1270,  1.81, , , NED, , , , , , , , , , , 
Aiden Lee,  1271,  1.79, , , CAN, , , , , , , , , , , 
Nik Binggeli,  1272,  1.78, , , SUI, , , , , , , , , , , 
Olav Gronlund,  1273,  1.77, , , NOR, , , , , , , , , , , 
Sindre Solberg,  1273,  1.77, , , NOR, , , , , , , , , , , 
Ethan Veitch,  1275,  1.75, , , CAN, , , , , , , , , , , 
Lorenzo MacHicao,  1276,  1.7, , , CHI, , , , , , , , , , , 
Kenta Sato,  1277,  1.64, , , JPN, , , , , , , , , , , 
Rogan Isaacs,  1278,  1.61, , , USA, , , , , , , , , , , 
Brett Gower,  1279,  1.6, , , CAN, , , , , , , , , , , 
Inam Shilwari,  1280,  1.56, , , NOR, , , , , , , , , , , 
Tuukka Maaninka,  1281,  1.54, , , FIN, , , , , , , , , , , 
Nathan Harrell,  1282,  1.53, , , USA, , , , , , , , , , , 
Thadeus Sullivan,  1283,  1.45, , , USA, , , , , , , , , , , 
Teiva Aloy,  1284,  1.42, , , FRA, , , , , , , , , , , 
David Babilon,  1285,  1.38, , , GER, , , , , , , , , , , 
Kaito Ohashi,  1286,  1.37, , , JPN, , , , , , , , , , , 
Ben Fisher,  1287,  1.32, , , CAN, , , , , , , , , , , 
Chance Grummer,  1288,  1.28, , , USA, , , , , , , , , , , 
Hilmar Pall Andrason,  1289,  1.26, , , ISL, , , , , , , , , , , 
Hristijan Stojchevski,  1289,  1.26, , , MKD, , , , , , , , , , , 
Takuya Ishida,  1291,  1.24, , , JPN, , , , , , , , , , , 
Yoshitaka Takada,  1292,  1.22, , , JPN, , , , , , , , , , , 
Terry Lane,  1293,  1.21, , , CAN, , , , , , , , , , , 
Lucas Whitaker,  1294,  1.16, , , CAN, , , , , , , , , , , 
Ben Pearse,  1295,  1.16, , , CAN, , , , , , , , , , , 
Veljko Lodjinovic,  1296,  1.12, , , SRB, , , , , , , , , , , 
Zan Seferovic,  1297,  0.97, , , GER, , , , , , , , , , , 
Maximilian Sierra,  1298,  0.94, , , USA, , , , , , , , , , , 
Tobias Svoboda,  1299,  0.94, , , CZE, , , , , , , , , , , 
Fumiya Tsukuda,  1300,  0.93, , , JPN, , , , , , , , , , , 
Felix Schmidt,  1301,  0.92, , , GER, , , , , , , , , , , 
Yuki Yamamoto,  1302,  0.91, , , JPN, , , , , , , , , , , 
Joel Boylan,  1302,  0.91, , , CAN, , , , , , , , , , , 
Alistair Meiklejohn,  1304,  0.83, , , GBR, , , , , , , , , , , 
Ko Sonoda,  1305,  0.79, , , JPN, , , , , , , , , , , 
Sami Vasarainen,  1306,  0.76, , , FIN, , , , , , , , , , , 
Rylan Polatty,  1307,  0.64, , , USA, , , , , , , , , , , 
Seiji Yoshioka,  1308,  0.62, , , JPN, , , , , , , , , , , 
Daeman Melanson,  1309,  0.6, , , CAN, , , , , , , , , , , 
Mathew Michaleski,  1310,  0.58, , , CAN, , , , , , , , , , , 
Flavien Blasco,  1311,  0.47, , , FRA, , , , , , , , , , , 
Benedikt Werner,  1312,  0.46, , , GER, , , , , , , , , , , 
Cain Copeland,  1313,  0.32, , , USA, , , , , , , , , , , 
Zephyr Whitelaw-Holmes,  1314,  0, , , AUS, , , , , , , , , , , 
