lastName, firstName, position, points, sponsors, age, nationality, nationality_full, stance, height, residence, resort, website, facebook, twitter, rider_concat_id, 
Hamilton,  Mason, 498, 79.62, , , CAN, canada, , , , , , , , masonhamiltoncan, 
Ernst,  Wyatt, 499, 79.51, , , CAN, canada, , , , , , , , wyatternstcan, 
Magee,  Chris, 500, 78.83, , , USA, united states, , , , , , , , chrismageeusa, 
Lebedev,  Maxim, 501, 78.8, , , CZE, , , , , , , , , maximlebedevcze, 
Ostapovich,  Kale, 502, 78.77, , , CAN, , , , , , , , , kaleostapovichcan, 
Jovic,  Todor, 503, 78.4, , , SRB, , , , , , , , , todorjovicsrb, 
Kelly,  Connor, 504, 78.39, , , USA, , , , , , , , , connorkellyusa, 
Melville Ives,  Cam, 505, 78.05, , , NZL, , , , , , , , , cammelville ivesnzl, 
Karoliussen,  Petter, 506, 77.97, , , NOR, , , , , , , , , petterkaroliussennor, 
Inman,  Ethan, 507, 77.91, , , CAN, , , , , , , , , ethaninmancan, 
Kroell,  Jonas, 508, 77.69, , , AUT, , , , , , , , , jonaskroellaut, 
Pizarro,  Pedro, 509, 77.62, , , CHI, , , , , , , , , pedropizarrochi, 
Yonemura,  Toranosuke, 510, 77.34, , , JPN, , , , , , , , , toranosukeyonemurajpn, 
Lemke,  Derek, 511, 77.15, , , USA, , , , , , , , , dereklemkeusa, 
Rustad,  Markus, 512, 77.02, , 24, NOR, , Regular, , Oslo, , , , , markusrustadnor, 
Pfrommer,  Paul, 513, 76.95, , , GER, , , , , , , , , paulpfrommerger, 
Argue,  Chase, 514, 76.93, , , CAN, , , , , , , , , chasearguecan, 
Pajer,  Mikolas, 515, 76.81, Analog | Anon Optics | Burton Snowboards | , 23, CZE, , Goofy, , , , , , , mikolaspajercze, 
Karahasanovic,  Amar, 516, 76.5, , , BIH, , , , , , , , , amarkarahasanovicbih, 
Kim,  Hyobin, 517, 76.38, , , KOR, , , , , , , , , hyobinkimkor, 
Wilson,  Indiana, 518, 76.23, , 16, CAN, , , , , , , , , indianawilsoncan, 
Kaemingh,  Carter, 519, 76.08, , 17, CAN, , , , , , , , , carterkaeminghcan, 
Jukola,  Ville, 520, 75.88, , , FIN, , , , , , , , , villejukolafin, 
Billiet,  Niels, 521, 75.55, , , BEL, , , , , , , , , nielsbillietbel, 
Ahonen,  Samu, 522, 75.44, , , FIN, , , , , , , , , samuahonenfin, 
Yoshida,  Teruki, 523, 75.41, , , JPN, , , , , , , , , terukiyoshidajpn, 
Dale Nyqvist,  Alexander, 524, 75.08, , , NOR, , , , , , , , , alexanderdale nyqvistnor, 
Brandsoy,  Jalen, 525, 74.16, , , USA, , , , , , , , , jalenbrandsoyusa, 
Moore,  Lewis, 526, 74.05, , , GBR, , , , , , , , , lewismooregbr, 
Bender,  Maximilian, 527, 73.75, , , GER, , , , , , , , , maximilianbenderger, 
Arason,  Birkir Thor, 528, 73.73, , , ISL, , , , , , , , , birkir thorarasonisl, 
Steffensen,  Lasse, 529, 73.48, , , NOR, , , , , , , , , lassesteffensennor, 
Deriban,  Karlo, 530, 73.47, , , MKD, , , , , , , , , karloderibanmkd, 
Gietzler,  Harald, 531, 73.4, , , AUT, , , , , , , , , haraldgietzleraut, 
Paulicek,  Daniel, 532, 73.26, , 27, CZE, , , , , , , , , danielpaulicekcze, 
Ozturk,  Edis, 533, 72.52, , , BIH, , , , , , , , , edisozturkbih, 
Schiele,  Tate, 534, 72.52, , , CAN, , , , , , , , , tateschielecan, 
Fukami,  Keita, 535, 71.93, , , JPN, , , , , , , , , keitafukamijpn, 
Leuenberger,  Lukas, 536, 71.85, , , SUI, , , , , , , , , lukasleuenbergersui, 
Campbell,  Cobi, 537, 71.42, , 13, CAN, , , , , , , , , cobicampbellcan, 
Hughes,  Jet, 538, 71.4, , , NZL, , , , , , , , , jethughesnzl, 
Springinsfeld,  Nahuel, 539, 71.18, , , ARG, , , , , , , , , nahuelspringinsfeldarg, 
Lee,  Kwang Ki, 539, 71.18, , 27, KOR, , Goofy, 155cm, Gyeonggi-Do, , , , , kwang kileekor, 
Downs,  Jayce, 541, 70.68, , 18, CAN, , , , , , , , , jaycedownscan, 
Wrobel,  Evan, 542, 70.42, , , USA, , , , , , , , , evanwrobelusa, 
Landmark,  Zebastian, 543, 70.03, 32 Snowboard Boots | Lib Technologies | Union Bindings | , 29, SWE, , Regular, 189, Leksand, kläppen, , , , zebastianlandmarkswe, 
Couderc,  Baptiste, 544, 69.73, , , FRA, , , , , , , , , baptistecoudercfra, 
Vebra,  Gytis, 545, 69.66, , , LTU, , , , , , , , , gytisvebraltu, 
Hagen,  Haavard, 546, 69.47, , , NOR, , , , , , , , , haavardhagennor, 
Ikola,  Ville, 547, 68.95, , , FIN, , , , , , , , , villeikolafin, 
Levy,  Griffin, 548, 68.93, , , CAN, , , , , , , , , griffinlevycan, 
Bergantino,  Charlie, 549, 68.88, , , USA, , , , , , , , , charliebergantinousa, 
Joyal,  Vincent, 550, 68.86, , 15, CAN, , , , , , , , , vincentjoyalcan, 
Vogel,  Thom, 551, 68.8, , , NED, ned, , , , , , , , thomvogelned, 
Muresan,  Wesley, 552, 68.58, , , USA, united states, , , , , , , , wesleymuresanusa, 
Banados,  Vicente, 553, 68.31, , , CHI, chi, , , , , , , , vicentebanadoschi, 
Hiraoka,  Keitaro, 554, 67.81, , 21, JPN, japan, Regular, 160cm, Osaka, Whistler, , https://www.facebook.com/profile.php?id=100005018760366&fref=ts, , keitarohiraokajpn, 
Repo,  Kalle, 555, 67.52, , , FIN, finland, , , , , , , , kallerepofin, 
Toews,  Jeremy, 556, 67.51, , , CAN, canada, , , , , , , , jeremytoewscan, 
Guseli,  Valentino, 557, 66.67, Never Summer | Volcom | , 15, AUS, australia, Regular, , Red Hill, , , , , valentinoguseliaus, 
Winkler,  Nico, 557, 66.67, , 18, AUT, austria, Regular, , Jenbach, Ziller Valley, nicowinkler.com, , , nicowinkleraut, 
Bothe,  Niclas, 557, 66.67, , 18, GER, germany, Goofy, , , , , , , niclasbotheger, 
Hill,  Kael, 557, 66.67, DC | Endeavor | Spy | , 30, CAN, canada, Goofy, 5ft.7, Cochrane, , , , , kaelhillcan, 
Biogradlic,  Faris, 557, 66.67, , , BIH, bosnia and herzegovina, , , , , , , , farisbiogradlicbih, 
Adams,  Jake, 557, 66.67, , , CAN, canada, , , , , , , , jakeadamscan, 
Tagliaferro,  Nahuel, 563, 66.61, , , AND, andorra, , , , , , , , nahueltagliaferroand, 
Bietenholz,  Leo, 564, 66.38, , , SUI, switzerland, , , , , , , , leobietenholzsui, 
Finnsson,  Kolbeinn Thor, 565, 66.29, , , ISL, iceland, , , , , , , , kolbeinn thorfinnssonisl, 
Strobel,  Rhys, 566, 65.67, , , CAN, canada, , , , , , , , rhysstrobelcan, 
Jamieson,  Rocco, 567, 65.64, , , NZL, new zealand, , , , , , , , roccojamiesonnzl, 
Garandel,  Liam, 568, 65.49, , , FRA, france, , , , , , , , liamgarandelfra, 
Sverresvold,  Julian, 569, 65.43, , , NOR, norway, , , , , , , , juliansverresvoldnor, 
Konuma,  Haruka, 570, 65.17, , , JPN, japan, , , , , , , , harukakonumajpn, 
Edelman,  Stefan Vladislav, 571, 65.03, , , SRB, serbia, , , , , , , , stefan vladislavedelmansrb, 
Schuetz,  Nicolas, 572, 64.9, , , SUI, switzerland, , , , , , , , nicolasschuetzsui, 
Rokosh,  Max, 573, 64.58, , , CAN, canada, , , , , , , , maxrokoshcan, 
Kakimoto,  Yua, 574, 64.31, , , JPN, japan, , , , , , , , yuakakimotojpn, 
Yanez,  Benjamin, 575, 64.07, , 17, CHI, chi, , , , , , , , benjaminyanezchi, 
Hoenie,  Nolan, 576, 63.66, , , USA, united states, , , , , , , , nolanhoenieusa, 
Perez Guerra,  Ignasio, 577, 63.57, , , AND, andorra, , , , , , , , ignasioperez guerraand, 
Urquhart,  Karl, 578, 63.07, , 16, CAN, canada, , , , , , , , karlurquhartcan, 
Dammert,  Michael, 579, 63.04, , , GER, germany, , , , , , , , michaeldammertger, 
Skenderovski,  Bojan, 580, 62.63, , , MKD, macedonia, , , , , , , , bojanskenderovskimkd, 
NDOUMBE MOUKOURI,  Natan, 581, 62.38, , 15, FRA, france, , , Meauzac, , , , , natanndoumbe moukourifra, 
Fawcett,  Sam, 582, 62.03, , 18, CAN, canada, , , , , , , , samfawcettcan, 
Yasue,  Shoki, 583, 61.68, , , JPN, japan, , , , , , , , shokiyasuejpn, 
Gudmundsson,  Astvaldur Ari, 584, 61.59, , , ISL, iceland, , , , , , , , astvaldur arigudmundssonisl, 
Choi,  Yoonjae, 585, 61.55, , , KOR, korea, , , , , , , , yoonjaechoikor, 
Chen,  Vinson, 585, 61.55, , , AUS, australia, , , , , , , , vinsonchenaus, 
Bergstrom,  Gunnar, 587, 61.18, , , USA, united states, , , , , , , , gunnarbergstromusa, 
Cerrato,  Leonardo, 588, 60.94, , , AUT, austria, , , , , , , , leonardocerratoaut, 
Mahoney,  Aidan, 589, 60.89, , , USA, united states, , , , , , , , aidanmahoneyusa, 
Hunter,  Evan, 590, 60.83, , 14, CAN, canada, , , , , , , , evanhuntercan, 
Hosefros,  Keegan, 591, 60.75, Dragon | Ride Snowboards | , 21, USA, united states, Regular, 135, Truckee, Sugarbush| Vermont, , Keegan Hosefros, , keeganhosefrosusa, 
Le Fur,  Honorio, 592, 60.73, , , FRA, france, , , , , , , , honoriole furfra, 
Nishizawa,  Tenshin, 593, 60.47, , , JPN, japan, , , , , , , , tenshinnishizawajpn, 
Arnason,  Tomas Orri, 594, 60.19, , , ISL, iceland, , , , , , , , tomas orriarnasonisl, 
Bremner,  Findlay, 595, 59.94,  | , 21, GBR, united kingdom, Goofy, 5ft 9, Aberdeen, Cairngorm Mountains| Scotland, www.finbremner.com, , www.twitter.com/finbremner, findlaybremnergbr, 
Avtaneev,  Nikita, 596, 59.82, Burton Snowboards | , 25, RUS, russian federation, Goofy, , , , , , , nikitaavtaneevrus, 
Pavlakos,  Nikolas, 597, 59.7, , , CAN, canada, , , , , , , , nikolaspavlakoscan, 
Silverthorn,  Cole, 598, 59.68, , 17, CAN, canada, Goofy, , , , , , , colesilverthorncan, 
McCarthy,  Matthew, 599, 59.62, , 15, CAN, canada, , , , , , , , matthewmccarthycan, 
Shegelman,  Josh, 600, 59.54, , , CAN, canada, , , , , , , , joshshegelmancan, 
Buttle,  Finlay, 601, 59.37, , , GBR, united kingdom, , , , , , , , finlaybuttlegbr, 
Saito,  Ryoma, 602, 59.19, , , JPN, japan, , , , , , , , ryomasaitojpn, 
Peter,  Lotz, 603, 59.1, , , GER, germany, , , , , , , , lotzpeterger, 
Andrasovich,  Uladzislau, 604, 59.08, , , BLR, belarus, , , , , , , , uladzislauandrasovichblr, 
Jozsa,  Martin, 605, 59.01, , , SVK, slovakia, , , , , , , , martinjozsasvk, 
Seymour,  Bailey, 606, 58.93, , 18, CAN, canada, , , , , , , , baileyseymourcan, 
Hed,  Olle, 607, 58.88, , , SWE, sweden, , , , , , , , ollehedswe, 
SELZLER,  Gage, 608, 58.83, , , CAN, canada, , , , , , , , gageselzlercan, 
Fedorowycz,  Lys, 609, 58.69, , , USA, united states, , , , , , , , lysfedorowyczusa, 
Thoroddsson,  Arnor Dagur, 610, 58.68, , , ISL, iceland, , , , , , , , arnor dagurthoroddssonisl, 
Jones,  Dayton, 611, 58.66, , 17, CAN, canada, , , , , , , , daytonjonescan, 
Davidsson,  Aron Snorri, 612, 58.61, , , ISL, iceland, , , , , , , , aron snorridavidssonisl, 
Baikie,  Zak, 613, 58.38, , , NZL, new zealand, , , , , , , , zakbaikienzl, 
Hagen,  Ole Christian, 614, 57.77, DC | Von Zipper | , 25, NOR, norway, Regular, 175 cm, Kongsberg, Kongsberg, , , , ole christianhagennor, 
Hernler,  Phillip, 615, 57.64, , , AUT, austria, , , , , , , , philliphernleraut, 
Melville Ives,  Campbell, 616, 57.59, , , NZL, new zealand, , , , , , , , campbellmelville ivesnzl, 
George,  Connor, 617, 57.56, , , CAN, canada, , , , , , , , connorgeorgecan, 
Sequeira,  Gabriel, 618, 57.52, , , CAN, canada, , , , , , , , gabrielsequeiracan, 
Tynan,  Liam, 619, 57.48, , , GBR, united kingdom, , , , , , , , liamtynangbr, 
Kyriazis,  Aris, 620, 57.34, , , GER, germany, , , , , , , , ariskyriazisger, 
Lopez Lasierra,  Francho, 621, 57.27, , , ESP, spain, , , , , , , , francholopez lasierraesp, 
Bollock,  Ryder, 622, 56.81, , , USA, united states, , , , , , , , ryderbollockusa, 
Fukada,  Nagisa, 623, 56.72, , , JPN, japan, , , , , , , , nagisafukadajpn, 
Albrecht,  London, 624, 56.63, , , USA, united states, , , , , , , , londonalbrechtusa, 
Landmark,  Philip, 625, 56.63, 32 Snowboard Boots | Gnu | Icon Snowboards | , 28, SWE, sweden, Regular, , Leksand, , , , , philiplandmarkswe, 
Stojak,  Tino, 626, 56.46, , , CRO, cro, , , , , , , , tinostojakcro, 
Woodworth,  Kaleb, 627, 56.02, , , CAN, canada, , , , , , , , kalebwoodworthcan, 
Henderson,  Garrett, 628, 55.61, , , USA, united states, , , , , , , , garretthendersonusa, 
Reimer,  Neko, 629, 55.55, , 13, CAN, canada, , , , , , , , nekoreimercan, 
Niwa,  Jake, 630, 55.54, , , CAN, canada, , , , , , , , jakeniwacan, 
Brown,  Noah, 631, 55.54, , , USA, united states, , , , , , , , noahbrownusa, 
Djunaedi,  Adam, 632, 55.43, , , CAN, canada, , , , , , , , adamdjunaedican, 
Kutmon,  Jonathan, 633, 55.33, , , AUT, austria, , , , , , , , jonathankutmonaut, 
Volopich,  Daniel, 634, 55.23, , , CZE, czech republic, , , , , , , , danielvolopichcze, 
Smits,  Sam, 635, 55.11, , , CAN, ned, , , , , , , , samsmitsned, 
Deltrap,  Nicky, 636, 54.94, , , NED, ned, , , , , , , , nickydeltrapned, 
Kiyomizu,  Shuhei, 637, 54.84, , , JPN, japan, , , , , , , , shuheikiyomizujpn, 
Iwasaki,  Kota, 638, 54.76, , , JPN, japan, , , , , , , , kotaiwasakijpn, 
Ogawa,  Yuma, 639, 54.6, , 29, JPN, japan, Regular, 169, Yokohama, hotakabokujyou skiing area, , , , yumaogawajpn, 
Willemsen,  Jesse, 640, 54.49, , , NED, ned, , , , , , , , jessewillemsenned, 
Krogt  Van Der,  Mitchell, 641, 54.22, , , NED, ned, , , , , , , , mitchellkrogt  van derned, 
Tomabechi,  Shu, 642, 54.19, , , JPN, japan, , , , , , , , shutomabechijpn, 
Sonne,  Konrad, 643, 54.12, , , AUT, austria, , , , , , , , konradsonneaut, 
Banados,  Felipe, 644, 53.77, , , CHI, chi, , , , , , , , felipebanadoschi, 
Ito,  Yuki, 645, 53.74, , , JPN, japan, , , , , , , , yukiitojpn, 
Minkov,  Mihail, 646, 53.35, , 17, BUL, bul, , , , , , , , mihailminkovbul, 
Kongshem,  Haavard, 647, 52.97, , , NOR, norway, , , , , , , , haavardkongshemnor, 
Hasler,  Jonas, 648, 52.82, , , SUI, switzerland, , , , , , , , jonashaslersui, 
McHatten,  Colton, 649, 52.63, , , CAN, canada, , , , , , , , coltonmchattencan, 
Skandera,  Matyas, 650, 52.6, , , CZE, czech republic, , , , , , , , matyasskanderacze, 
Bergmann,  Darek, 651, 52.41,  | , 29, CZE, czech republic, Regular, , Príchovice, , , , , darekbergmanncze, 
Petrovski,  Marko, 652, 52.23, , , MKD, macedonia, , , , , , , , markopetrovskimkd, 
Gustaffson,  Tim, 653, 51.53, , , NOR, norway, , , , , , , , timgustaffsonnor, 
Mendolia,  Facundo Catriel, 654, 51.38, , , ARG, argentina, , , , , , , , facundo catrielmendoliaarg, 
Montalvo,  Trey, 655, 51.3, , , CAN, canada, , , , , , , , treymontalvocan, 
Luengo,  Esteeban, 656, 51.07, , , ARG, argentina, , , , , , , , esteebanluengoarg, 
Carlund,  Cornelia, 657, 51.05, , , SWE, sweden, , , , , , , , corneliacarlundswe, 
Ozahata,  Sora, 658, 51.03, , , JPN, japan, , , , , , , , soraozahatajpn, 
Jenssen,  Bjorn Johan, 659, 50.95, , , NOR, norway, , , , , , , , bjorn johanjenssennor, 
Heninger,  Dexter, 660, 50.67, , 13, CAN, canada, , , , , , , , dexterheningercan, 
Arnarsson,  Skirnir Dadi, 661, 50.46, , , ISL, iceland, , , , , , , , skirnir dadiarnarssonisl, 
Davidson,  Barack, 662, 50.41, , 13, CAN, canada, , , , , , , , barackdavidsoncan, 
Bauer,  Raphael, 663, 50.39, , , FRA, france, , , , , , , , raphaelbauerfra, 
Peter,  Jakob, 664, 50.24, , , GER, germany, , , , , , , , jakobpeterger, 
Odinsson,  Hafsteinn Heimir, 665, 50.23, , , ISL, iceland, , , , , , , , hafsteinn heimirodinssonisl, 
Delago,  Lukas, 666, 50.21, , , GER, germany, , , , , , , , lukasdelagoger, 
Legac,  Fran, 667, 50.17, , , CRO, cro, , , , , , , , franlegaccro, 
Wiffen,  Jadon, 668, 50.09, , 15, CAN, canada, , , , , , , , jadonwiffencan, 
Asmundsson,  Einar Agust, 669, 49.95, , , ISL, iceland, , , , , , , , einar agustasmundssonisl, 
Obradovic,  Petar, 670, 49.88, , , SRB, serbia, , , , , , , , petarobradovicsrb, 
Jiang,  Xinjie, 671, 49.86, , , CHN, china, , , , , , , , xinjiejiangchn, 
Angstl,  Linus, 672, 49.8, , , GER, germany, , , , , , , , linusangstlger, 
Copenhaver,  Clay, 673, 49.57, , , USA, united states, , , , , , , , claycopenhaverusa, 
Sladic,  Aljaz, 674, 49.57, , , SLO, slo, , , , , , , , aljazsladicslo, 
Steendam,  Cole, 675, 49.53, , 17, CAN, canada, , , , , , , , colesteendamcan, 
Giovannini,  Edoardo, 676, 49.51, , , ITA, italy, , , , , , , , edoardogiovanniniita, 
Choi,  Seongjun, 677, 49.25, , , KOR, korea, , , , , , , , seongjunchoikor, 
Radulovic,  Ognjen, 678, 49.22, , , SRB, serbia, , , , , , , , ognjenradulovicsrb, 
Rodriguez,  Xavier, 679, 49.09, , 25, AND, andorra, , , , , , , , xavierrodriguezand, 
Grkovic,  Vladan, 680, 48.94, , , SRB, serbia, , , , , , , , vladangrkovicsrb, 
Westfall,  Jake, 681, 48.93, , , USA, united states, , , , , , , , jakewestfallusa, 
Strobel,  Seth, 682, 48.7, , 16, CAN, canada, , , , , , , , sethstrobelcan, 
Layton,  Kurt, 683, 48.59, , 26, CAN, canada, , , , , , , , kurtlaytoncan, 
Masuda,  Riku, 683, 48.59, , , JPN, japan, , , , , , , , rikumasudajpn, 
Sato,  Kai, 685, 48.52, , , JPN, japan, , , , , , , , kaisatojpn, 
Bjorgvinsson,  Arnar, 686, 48.47, , , ISL, iceland, , , , , , , , arnarbjorgvinssonisl, 
Armbruster,  Jack, 687, 48.26, , , USA, united states, , , , , , , , jackarmbrusterusa, 
Baez,  Gonzalo Daniel, 688, 48.13, , , ARG, argentina, , , , , , , , gonzalo danielbaezarg, 
Tarmann,  Marcel, 689, 48.13, , , AUT, austria, , , , , , , , marceltarmannaut, 
Kordiak,  David, 690, 48.12, , 23, SVK, slovakia, , , , , , , , davidkordiaksvk, 
Gastl,  Angelo, 691, 48.07, , , AUT, austria, , , , , , , , angelogastlaut, 
Mazet Brown,  Txema, 692, 47.73, , , NZL, new zealand, , , , , , , , txemamazet brownnzl, 
Hui,  Yining, 693, 47.72, , , CHN, china, , , , , , , , yininghuichn, 
Komsi,  Juuse, 694, 47.71, , , FIN, finland, , , , , , , , juusekomsifin, 
Osmond,  Tommy, 695, 47.68, , , GBR, united kingdom, , , , , , , , tommyosmondgbr, 
Clara Ventosa,  Jan, 696, 47.59, , , ESP, spain, , , , , , , , janclara ventosaesp, 
Holland,  Hayden, 697, 47.54, , , CAN, canada, , , , , , , , haydenhollandcan, 
Bubic,  Leon, 698, 47.49, , , CRO, cro, , , , , , , , leonbubiccro, 
Valkenborgh,  Niels, 699, 47.34, , , BEL, belgium, , , , , , , , nielsvalkenborghbel, 
Fux,  Marc, 700, 46.98, , , GER, germany, , , , , , , , marcfuxger, 
Eythorsson,  Asgeir Bjarni, 701, 46.75, , , ISL, iceland, , , , , , , , asgeir bjarnieythorssonisl, 
Sutter,  Gian Andrea, 702, 46.74,  | , 21, SUI, switzerland, Goofy, 1.80, Pfäffikon, Scuol Switzerland, , , , gian andreasuttersui, 
Koenig,  Lennox, 703, 46.55, , , AUT, austria, , , , , , , , lennoxkoenigaut, 
Wynnyk,  Solomon, 704, 46.44, , , CAN, canada, , , , , , , , solomonwynnykcan, 
Strolz,  Timo, 705, 46.44, , , SUI, switzerland, , , , , , , , timostrolzsui, 
Ernst,  Koy, 706, 46.35, , , CAN, canada, , , , , , , , koyernstcan, 
Bunce,  Lewis, 707, 46.27, , 15, CAN, canada, , , , , , , , lewisbuncecan, 
Viscarro,  Augusto, 708, 46.19, , , ARG, argentina, , , , , , , , augustoviscarroarg, 
Haemaelaeinen,  Elias, 709, 46.06, , , FIN, finland, , , , , , , , eliashaemaelaeinenfin, 
Zoega,  Svavar, 710, 45.91, , , ISL, iceland, , , , , , , , svavarzoegaisl, 
Petrov,  Vladislav, 711, 45.89, , , RUS, russian federation, , , , , , , , vladislavpetrovrus, 
Shimizu,  Toma, 712, 45.79, , , JPN, japan, , , , , , , , tomashimizujpn, 
Doumos,  Ioannis, 713, 45.71, , , GRE, gre, , , , , , , , ioannisdoumosgre, 
Asaga,  Shimpei, 714, 45.64, Von Zipper | , 30, JPN, japan, Regular, 176cm, , TOKYO, sbn.japaho.com/sbn/blog/shimpei/, , www.twitter.com/shimpei_asaga, shimpeiasagajpn, 
Cookshaw,  Simon, 715, 45.44, , 16, CAN, canada, , , , , , , , simoncookshawcan, 
Lehner,  Elias, 716, 45.13, , , SUI, switzerland, , , , , , , , eliaslehnersui, 
Farnsworth,  Philip, 717, 45.12, , , USA, united states, , , , , , , , philipfarnsworthusa, 
Lee,  Byung-Yun, 718, 44.98, , , KOR, korea, , , , , , , , byung-yunleekor, 
Matt,  Landen, 719, 44.6, , , USA, united states, , , , , , , , landenmattusa, 
Arutyunov,  Garik, 720, 44.55, , , BEL, belgium, , , , , , , , garikarutyunovbel, 
Teixeira,  Joao, 721, 44.54, , , BRA, brazil, , , , , , , , joaoteixeirabra, 
Mueller,  Florian, 722, 44.54, , , GER, germany, , , , , , , , florianmuellerger, 
Takahashi,  Kotaro, 723, 44.49, , , JPN, japan, , , , , , , , kotarotakahashijpn, 
Landreth,  Luke, 724, 44.42, , , CAN, canada, , , , , , , , lukelandrethcan, 
Shelly,  Anthony, 725, 44.3, , 13, CAN, canada, , , , , , , , anthonyshellycan, 
Wysock,  Brogan, 726, 44.14, , , USA, united states, , , , , , , , broganwysockusa, 
Lunde,  Benjamin, 727, 44.07, , , NOR, norway, , , , , , , , benjaminlundenor, 
BAILLY SALIN,  Maxime, 728, 43.84, , , FRA, france, , , , , , , , maximebailly salinfra, 
Agnew,  Joshua, 729, 43.61, , , AUS, australia, , , , , , , , joshuaagnewaus, 
Baribault,  Tucker, 730, 43.18, , , USA, united states, , , , , , , , tuckerbaribaultusa, 
Ahola,  Niko, 731, 43.16, , , FIN, finland, , , , , , , , nikoaholafin, 
Hofberger,  Tim, 732, 43.13, , , GER, germany, , , , , , , , timhofbergerger, 
McDaniel,  Malem, 733, 43.03, , , USA, united states, , , , , , , , malemmcdanielusa, 
Sarsland,  Logan, 734, 43.01, , , USA, united states, , , , , , , , logansarslandusa, 
Maligoj,  Lenart, 735, 42.61, , , SLO, slo, , , , , , , , lenartmaligojslo, 
Spence,  MacKay, 736, 42.6, , , CAN, canada, , , , , , , , mackayspencecan, 
Rudgley,  Jordan, 737, 42.19, , , NZL, new zealand, , , , , , , , jordanrudgleynzl, 
Apelland Svendsen,  Peder, 738, 41.92, , , NOR, norway, , , , , , , , pederapelland svendsennor, 
Ferrell,  Lyon, 739, 41.92, , , NOR, norway, , , , , , , , lyonferrellnor, 
Ayyobi,  Zacharyah, 740, 41.91, , 15, CAN, canada, , , , , , , , zacharyahayyobican, 
Miltimore,  Jacob, 741, 41.85, , 17, CAN, canada, , , , , , , , jacobmiltimorecan, 
Kurstatscher,  Tim, 742, 41.7, , , GER, germany, , , , , , , , timkurstatscherger, 
Olafsson,  Stefan Jon, 743, 41.48, , , ISL, iceland, , , , , , , , stefan jonolafssonisl, 
Knellwolf,  Andrin, 744, 41.4, , , SUI, switzerland, , , , , , , , andrinknellwolfsui, 
Bondi,  Nicolo, 745, 41.34, , , ITA, italy, , , , , , , , nicolobondiita, 
Connolly,  John, 746, 41.34, , , USA, united states, , , , , , , , johnconnollyusa, 
Parich,  Benjamin, 747, 41.17, , , AUT, austria, , , , , , , , benjaminparichaut, 
Fuchs,  Davin, 748, 41.13, , , AUT, austria, , , , , , , , davinfuchsaut, 
Visser,  Martin, 749, 40.9, , , CAN, canada, , , , , , , , martinvissercan, 
Stock,  David, 750, 40.88, , , AUT, austria, , , , , , , , davidstockaut, 
Wang,  Liwen, 751, 40.67, , , CHN, china, , , , , , , , liwenwangchn, 
Wheeler,  Ben, 752, 39.94, , 18, CAN, canada, , , , , , , , benwheelercan, 
Harvey-Smith,  Hayden, 753, 39.72, , , GBR, united kingdom, , , , , , , , haydenharvey-smithgbr, 
Krauer,  Jonas, 754, 39.7, , , CZE, czech republic, , , , , , , , jonaskrauercze, 
Tsurusawa,  Yuto, 755, 39.65, , , JPN, japan, , , , , , , , yutotsurusawajpn, 
Qin,  Longen, 756, 39.44, , , CHN, china, , , , , , , , longenqinchn, 
Gruber,  Patrick, 757, 38.88, Smith | Voelkl | , , AUT, austria, , , , , , , , patrickgruberaut, 
Luchkin,  Dmytro, 758, 38.84, , , UKR, ukraine, , , , , , , , dmytroluchkinukr, 
Seljenes,  Liam, 759, 38.71, , , NOR, norway, , , , , , , , liamseljenesnor, 
Shaw,  Noah, 760, 38.68, , 14, CAN, canada, , , , , , , , noahshawcan, 
Wood,  Max, 761, 38.66, , 12, CAN, canada, , , , , , , , maxwoodcan, 
Cavallo,  Gabriele, 762, 38.65, , , ITA, italy, , , , , , , , gabrielecavalloita, 
Olivieri,  Federico, 763, 38.4, , , ITA, italy, , , , , , , , federicoolivieriita, 
Kelly,  Kaden, 764, 38.39, , , USA, united states, , , , , , , , kadenkellyusa, 
Olafsson,  Bjarki Freyr, 764, 38.39, , , ISL, iceland, , , , , , , , bjarki freyrolafssonisl, 
Nojiri,  Tomoyoshi, 766, 38.35, , , JPN, japan, , , , , , , , tomoyoshinojirijpn, 
Van Tittelboom,  Ward, 767, 38.23, , , BEL, belgium, , , , , , , , wardvan tittelboombel, 
Marchesi,  Luis, 768, 37.86, , , SUI, switzerland, , , , , , , , luismarchesisui, 
Gaces,  Jonas, 769, 37.62, , , CAN, canada, , , , , , , , jonasgacescan, 
Stastny,  Oliver, 770, 37.49, , , CZE, czech republic, , , , , , , , oliverstastnycze, 
Grimm,  Jasper, 771, 37.47, , , USA, united states, , , , , , , , jaspergrimmusa, 
Lindroos,  Axel, 772, 37.39, , , FIN, finland, , , , , , , , axellindroosfin, 
Gibson,  Cal, 773, 37.35, , , USA, united states, , , , , , , , calgibsonusa, 
Crossmon,  Owen, 774, 37.27, , , USA, united states, , , , , , , , owencrossmonusa, 
Bormann,  Philipp, 775, 37.24, , , GER, germany, , , , , , , , philippbormannger, 
Mattart,  Oscar, 776, 37.23, , , BEL, belgium, , , , , , , , oscarmattartbel, 
Brennan,  Eryll, 777, 37.21, , , USA, united states, , , , , , , , eryllbrennanusa, 
Ellingsen Kjaerby,  Fredrik, 778, 37.13, , , NOR, norway, , , , , , , , fredrikellingsen kjaerbynor, 
Dicks,  Connor, 779, 37.11, , , USA, united states, , , , , , , , connordicksusa, 
